month,clean_hour,market_price_eur_mwh,hp_hc_price_eur_mwh
Novembre 2023,Vendredi 7h,122.1575,108.83
Novembre 2023,Vendredi 8h,134.5775,108.83
Novembre 2023,Vendredi 9h,125.2725,108.83
Novembre 2023,Vendredi 10h,111.11,108.83
Novembre 2023,Vendredi 11h,106.27000000000001,108.83
Novembre 2023,Vendredi 12h,98.5775,108.83
Novembre 2023,Vendredi 13h,81.43,108.83
Novembre 2023,Vendredi 14h,84.8925,108.83
Novembre 2023,Vendredi 15h,87.57,108.83
Novembre 2023,Vendredi 16h,100.0025,108.83
Novembre 2023,Vendredi 17h,123.38749999999999,108.83
Novembre 2023,Vendredi 18h,135.1625,108.83
Novembre 2023,Vendredi 19h,137.2475,108.83
Novembre 2023,Vendredi 20h,121.37,108.83
Novembre 2023,Vendredi 21h,107.8625,108.83
Novembre 2023,Vendredi 22h,109.5975,52.87
Novembre 2023,Vendredi 23h,106.4275,52.87
Novembre 2023,Samedi 0h,74.8775,52.87
Novembre 2023,Samedi 1h,64.6775,52.87
Novembre 2023,Samedi 2h,62.375,52.87
Novembre 2023,Samedi 3h,60.445,52.87
Novembre 2023,Samedi 4h,60.2925,52.87
Novembre 2023,Samedi 5h,69.6225,52.87
Novembre 2023,Samedi 6h,87.12,52.87
Novembre 2023,Samedi 7h,99.5325,108.83
Novembre 2023,Samedi 8h,107.105,108.83
Novembre 2023,Samedi 9h,101.0775,108.83
Novembre 2023,Samedi 10h,97.0675,108.83
Novembre 2023,Samedi 11h,88.3175,108.83
Novembre 2023,Samedi 12h,90.3125,108.83
Novembre 2023,Samedi 13h,86.82249999999999,108.83
Novembre 2023,Samedi 14h,86.35,108.83
Novembre 2023,Samedi 15h,89.88499999999999,108.83
Novembre 2023,Samedi 16h,92.565,108.83
Novembre 2023,Samedi 17h,110.7975,108.83
Novembre 2023,Samedi 18h,126.3725,108.83
Novembre 2023,Samedi 19h,127.0875,108.83
Novembre 2023,Samedi 20h,122.76,108.83
Novembre 2023,Samedi 21h,110.315,108.83
Novembre 2023,Samedi 22h,103.96000000000001,52.87
Novembre 2023,Samedi 23h,93.285,52.87
Novembre 2023,Dimanche 0h,66.88,52.87
Novembre 2023,Dimanche 1h,56.835,52.87
Novembre 2023,Dimanche 2h,54.769999999999996,52.87
Novembre 2023,Dimanche 3h,49.165,52.87
Novembre 2023,Dimanche 4h,48.5775,52.87
Novembre 2023,Dimanche 5h,56.325,52.87
Novembre 2023,Dimanche 6h,69.99000000000001,52.87
Novembre 2023,Dimanche 7h,89.5675,108.83
Novembre 2023,Dimanche 8h,98.0475,108.83
Novembre 2023,Dimanche 9h,92.8825,108.83
Novembre 2023,Dimanche 10h,85.69749999999999,108.83
Novembre 2023,Dimanche 11h,83.4825,108.83
Novembre 2023,Dimanche 12h,78.89750000000001,108.83
Novembre 2023,Dimanche 13h,73.92,108.83
Novembre 2023,Dimanche 14h,81.2225,108.83
Novembre 2023,Dimanche 15h,91.6075,108.83
Novembre 2023,Dimanche 16h,103.4675,108.83
Novembre 2023,Dimanche 17h,116.955,108.83
Novembre 2023,Dimanche 18h,127.0325,108.83
Novembre 2023,Dimanche 19h,129.78,108.83
Novembre 2023,Dimanche 20h,118.0625,108.83
Novembre 2023,Dimanche 21h,106.835,108.83
Novembre 2023,Dimanche 22h,104.4075,52.87
Novembre 2023,Dimanche 23h,92.99,52.87
Décembre 2023,Lundi 0h,63.6025,52.87
Décembre 2023,Lundi 1h,57.065,52.87
Décembre 2023,Lundi 2h,53.4675,52.87
Décembre 2023,Lundi 3h,45.375,52.87
Décembre 2023,Lundi 4h,38.4125,52.87
Décembre 2023,Lundi 5h,52.9475,52.87
Décembre 2023,Lundi 6h,65.3375,52.87
Décembre 2023,Lundi 7h,75.0925,108.83
Décembre 2023,Lundi 8h,81.89,108.83
Décembre 2023,Lundi 9h,81.7875,108.83
Décembre 2023,Lundi 10h,74.74,108.83
Décembre 2023,Lundi 11h,68.9925,108.83
Décembre 2023,Lundi 12h,65.9475,108.83
Décembre 2023,Lundi 13h,61.8825,108.83
Décembre 2023,Lundi 14h,63.245000000000005,108.83
Décembre 2023,Lundi 15h,69.1775,108.83
Décembre 2023,Lundi 16h,73.435,108.83
Décembre 2023,Lundi 17h,74.1625,108.83
Décembre 2023,Lundi 18h,91.3,108.83
Décembre 2023,Lundi 19h,87.575,108.83
Décembre 2023,Lundi 20h,75.195,108.83
Décembre 2023,Lundi 21h,77.845,108.83
Décembre 2023,Lundi 22h,74.4225,52.87
Décembre 2023,Lundi 23h,66.3775,52.87
Décembre 2023,Mardi 0h,66.2825,52.87
Décembre 2023,Mardi 1h,62.8775,52.87
Décembre 2023,Mardi 2h,62.885000000000005,52.87
Décembre 2023,Mardi 3h,57.5625,52.87
Décembre 2023,Mardi 4h,56.002500000000005,52.87
Décembre 2023,Mardi 5h,59.1275,52.87
Décembre 2023,Mardi 6h,69.13,52.87
Décembre 2023,Mardi 7h,79.3775,108.83
Décembre 2023,Mardi 8h,86.8575,108.83
Décembre 2023,Mardi 9h,83.5975,108.83
Décembre 2023,Mardi 10h,72.705,108.83
Décembre 2023,Mardi 11h,69.435,108.83
Décembre 2023,Mardi 12h,64.87,108.83
Décembre 2023,Mardi 13h,58.6225,108.83
Décembre 2023,Mardi 14h,64.44,108.83
Décembre 2023,Mardi 15h,71.4425,108.83
Décembre 2023,Mardi 16h,81.4575,108.83
Décembre 2023,Mardi 17h,89.3375,108.83
Décembre 2023,Mardi 18h,92.9575,108.83
Décembre 2023,Mardi 19h,90.1925,108.83
Décembre 2023,Mardi 20h,85.845,108.83
Décembre 2023,Mardi 21h,79.81,108.83
Décembre 2023,Mardi 22h,78.645,52.87
Décembre 2023,Mardi 23h,74.5025,52.87
Décembre 2023,Mercredi 0h,71.975,52.87
Décembre 2023,Mercredi 1h,66.84,52.87
Décembre 2023,Mercredi 2h,65.87,52.87
Décembre 2023,Mercredi 3h,61.025,52.87
Décembre 2023,Mercredi 4h,60.042500000000004,52.87
Décembre 2023,Mercredi 5h,66.3775,52.87
Décembre 2023,Mercredi 6h,75.95,52.87
Décembre 2023,Mercredi 7h,90.055,108.83
Décembre 2023,Mercredi 8h,93.2775,108.83
Décembre 2023,Mercredi 9h,93.75750000000001,108.83
Décembre 2023,Mercredi 10h,85.1225,108.83
Décembre 2023,Mercredi 11h,83.1175,108.83
Décembre 2023,Mercredi 12h,78.3075,108.83
Décembre 2023,Mercredi 13h,75.74,108.83
Décembre 2023,Mercredi 14h,79.7875,108.83
Décembre 2023,Mercredi 15h,80.8475,108.83
Décembre 2023,Mercredi 16h,84.85499999999999,108.83
Décembre 2023,Mercredi 17h,94.1975,108.83
Décembre 2023,Mercredi 18h,94.47,108.83
Décembre 2023,Mercredi 19h,96.27499999999999,108.83
Décembre 2023,Mercredi 20h,89.6975,108.83
Décembre 2023,Mercredi 21h,75.0925,108.83
Décembre 2023,Mercredi 22h,69.6175,52.87
Décembre 2023,Mercredi 23h,58.16,52.87
Décembre 2023,Jeudi 0h,51.985,52.87
Décembre 2023,Jeudi 1h,48.214999999999996,52.87
Décembre 2023,Jeudi 2h,45.955,52.87
Décembre 2023,Jeudi 3h,39.5125,52.87
Décembre 2023,Jeudi 4h,38.0475,52.87
Décembre 2023,Jeudi 5h,41.86,52.87
Décembre 2023,Jeudi 6h,53.9375,52.87
Décembre 2023,Jeudi 7h,71.33,108.83
Décembre 2023,Jeudi 8h,79.98,108.83
Décembre 2023,Jeudi 9h,76.3,108.83
Décembre 2023,Jeudi 10h,70.37,108.83
Décembre 2023,Jeudi 11h,63.7425,108.83
Décembre 2023,Jeudi 12h,62.695,108.83
Décembre 2023,Jeudi 13h,54.4725,108.83
Décembre 2023,Jeudi 14h,56.6025,108.83
Décembre 2023,Jeudi 15h,59.4675,108.83
Décembre 2023,Jeudi 16h,66.525,108.83
Décembre 2023,Jeudi 17h,82.24,108.83
Décembre 2023,Jeudi 18h,84.41,108.83
Décembre 2023,Jeudi 19h,85.13,108.83
Décembre 2023,Jeudi 20h,77.5925,108.83
Décembre 2023,Jeudi 21h,73.3475,108.83
Décembre 2023,Jeudi 22h,70.135,52.87
Décembre 2023,Jeudi 23h,53.9125,52.87
Décembre 2023,Vendredi 0h,45.668,52.87
Décembre 2023,Vendredi 1h,38.922,52.87
Décembre 2023,Vendredi 2h,37.54,52.87
Décembre 2023,Vendredi 3h,35.39,52.87
Décembre 2023,Vendredi 4h,35.244,52.87
Décembre 2023,Vendredi 5h,40.93,52.87
Décembre 2023,Vendredi 6h,57.128,52.87
Décembre 2023,Vendredi 7h,72.024,108.83
Décembre 2023,Vendredi 8h,80.898,108.83
Décembre 2023,Vendredi 9h,80.068,108.83
Décembre 2023,Vendredi 10h,70.124,108.83
Décembre 2023,Vendredi 11h,65.47200000000001,108.83
Décembre 2023,Vendredi 12h,57.206,108.83
Décembre 2023,Vendredi 13h,49.612,108.83
Décembre 2023,Vendredi 14h,49.918,108.83
Décembre 2023,Vendredi 15h,53.220000000000006,108.83
Décembre 2023,Vendredi 16h,59.322,108.83
Décembre 2023,Vendredi 17h,75.65599999999999,108.83
Décembre 2023,Vendredi 18h,82.83,108.83
Décembre 2023,Vendredi 19h,79.736,108.83
Décembre 2023,Vendredi 20h,76.002,108.83
Décembre 2023,Vendredi 21h,67.99600000000001,108.83
Décembre 2023,Vendredi 22h,65.74,52.87
Décembre 2023,Vendredi 23h,51.254,52.87
Décembre 2023,Samedi 0h,67.096,52.87
Décembre 2023,Samedi 1h,58.666,52.87
Décembre 2023,Samedi 2h,56.943999999999996,52.87
Décembre 2023,Samedi 3h,53.414,52.87
Décembre 2023,Samedi 4h,52.196000000000005,52.87
Décembre 2023,Samedi 5h,53.64399999999999,52.87
Décembre 2023,Samedi 6h,61.172000000000004,52.87
Décembre 2023,Samedi 7h,75.988,108.83
Décembre 2023,Samedi 8h,85.968,108.83
Décembre 2023,Samedi 9h,88.244,108.83
Décembre 2023,Samedi 10h,82.628,108.83
Décembre 2023,Samedi 11h,76.748,108.83
Décembre 2023,Samedi 12h,71.916,108.83
Décembre 2023,Samedi 13h,68.212,108.83
Décembre 2023,Samedi 14h,72.99600000000001,108.83
Décembre 2023,Samedi 15h,74.938,108.83
Décembre 2023,Samedi 16h,82.332,108.83
Décembre 2023,Samedi 17h,92.588,108.83
Décembre 2023,Samedi 18h,103.32000000000001,108.83
Décembre 2023,Samedi 19h,104.76200000000001,108.83
Décembre 2023,Samedi 20h,96.28200000000001,108.83
Décembre 2023,Samedi 21h,83.968,108.83
Décembre 2023,Samedi 22h,84.272,52.87
Décembre 2023,Samedi 23h,71.732,52.87
Décembre 2023,Dimanche 0h,56.048,52.87
Décembre 2023,Dimanche 1h,49.446,52.87
Décembre 2023,Dimanche 2h,51.036,52.87
Décembre 2023,Dimanche 3h,43.068,52.87
Décembre 2023,Dimanche 4h,40.952000000000005,52.87
Décembre 2023,Dimanche 5h,44.245999999999995,52.87
Décembre 2023,Dimanche 6h,50.94799999999999,52.87
Décembre 2023,Dimanche 7h,54.398,108.83
Décembre 2023,Dimanche 8h,60.162,108.83
Décembre 2023,Dimanche 9h,61.914,108.83
Décembre 2023,Dimanche 10h,58.166,108.83
Décembre 2023,Dimanche 11h,54.576,108.83
Décembre 2023,Dimanche 12h,49.368,108.83
Décembre 2023,Dimanche 13h,44.15,108.83
Décembre 2023,Dimanche 14h,47.416,108.83
Décembre 2023,Dimanche 15h,53.802,108.83
Décembre 2023,Dimanche 16h,56.258,108.83
Décembre 2023,Dimanche 17h,70.726,108.83
Décembre 2023,Dimanche 18h,82.376,108.83
Décembre 2023,Dimanche 19h,95.50800000000001,108.83
Décembre 2023,Dimanche 20h,77.402,108.83
Décembre 2023,Dimanche 21h,66.124,108.83
Décembre 2023,Dimanche 22h,64.316,52.87
Décembre 2023,Dimanche 23h,53.25600000000001,52.87
