clean_month,clean_hour,dimanche_ouvert,p_w_m2_mean,p_w_m2_std,p_w_m2_q20_norm,p_w_m2_q80_norm
Avril 2022,Mercredi 16h,0,76.01656699661953,22.597950492035952,59.265345913383634,96.6629818508496
Avril 2022,Mercredi 17h,1,75.21846445605959,21.753220875889784,59.168367771514994,95.13183772782463
Avril 2022,Mercredi 17h,0,75.21846445605959,21.753220875889784,59.168367771514994,95.13183772782463
Avril 2022,Mercredi 18h,1,64.83182314962376,22.600154610518203,47.66846065164592,85.2680808105536
Avril 2022,Mercredi 18h,0,64.83182314962376,22.600154610518203,47.66846065164592,85.2680808105536
Avril 2022,Mercredi 19h,1,46.842547986722046,17.94188157730096,33.047158309245184,62.97884618205907
Avril 2022,Mercredi 19h,0,46.842547986722046,17.94188157730096,33.047158309245184,62.97884618205907
Avril 2022,Mercredi 20h,1,42.53486152045889,15.380518930668929,30.796161743064296,56.412668592211865
Avril 2022,Mercredi 20h,0,42.53486152045889,15.380518930668929,30.796161743064296,56.412668592211865
Avril 2022,Mercredi 21h,1,41.079144246824164,15.050889485604518,29.572066288282862,54.64921236279042
Avril 2022,Mercredi 21h,0,41.079144246824164,15.050889485604518,29.572066288282862,54.64921236279042
Avril 2022,Mercredi 22h,1,40.62391455157018,14.850244093505845,29.27362809247092,54.014829971236175
Avril 2022,Mercredi 22h,0,40.62391455157018,14.850244093505845,29.27362809247092,54.014829971236175
Avril 2022,Mercredi 23h,1,40.56954580930954,14.74741727386705,29.306174641077835,53.87204094219674
Avril 2022,Mercredi 23h,0,40.56954580930954,14.74741727386705,29.306174641077835,53.87204094219674
Avril 2022,Jeudi 0h,1,41.529581353674885,15.221130453270355,29.891825364776107,55.25287144990259
Avril 2022,Jeudi 0h,0,41.529581353674885,15.221130453270355,29.891825364776107,55.25287144990259
Avril 2022,Jeudi 1h,1,43.48123362701721,16.234962979598954,31.038448097442796,58.10314906591611
Avril 2022,Jeudi 1h,0,43.48123362701721,16.234962979598954,31.038448097442796,58.10314906591611
Avril 2022,Jeudi 2h,1,50.04644221792217,18.947245109318477,35.49927564216838,67.09790708427482
Avril 2022,Jeudi 2h,0,50.04644221792217,18.947245109318477,35.49927564216838,67.09790708427482
Avril 2022,Jeudi 3h,1,63.55196452958033,21.45475519020809,47.33203131869497,82.99051712271235
Avril 2022,Jeudi 3h,0,63.55196452958033,21.45475519020809,47.33203131869497,82.99051712271235
Avril 2022,Jeudi 4h,1,75.85057579195147,23.023406244833545,58.725395209309276,96.85542677217263
Avril 2022,Jeudi 4h,0,75.85057579195147,23.023406244833545,58.725395209309276,96.85542677217263
Avril 2022,Jeudi 5h,1,77.95161955998061,23.432246714390963,60.54999654885199,99.3437622355184
Avril 2022,Jeudi 5h,0,77.95161955998061,23.432246714390963,60.54999654885199,99.3437622355184
Avril 2022,Jeudi 6h,1,77.95609659079919,23.940321408924532,60.11532988903498,99.78012248465511
Avril 2022,Jeudi 6h,0,77.95609659079919,23.940321408924532,60.11532988903498,99.78012248465511
Avril 2022,Jeudi 7h,1,84.19101519180879,24.925031555331195,65.72750192807278,106.9701144872343
Avril 2022,Jeudi 7h,0,84.19101519180879,24.925031555331195,65.72750192807278,106.9701144872343
Avril 2022,Jeudi 8h,1,84.01388049298949,26.369185385352743,64.29517947876955,108.0169674176302
Avril 2022,Jeudi 8h,0,84.01388049298949,26.369185385352743,64.29517947876955,108.0169674176302
Avril 2022,Jeudi 9h,1,82.35465832972123,26.882650576922106,62.1311313251101,106.76267077657373
Avril 2022,Jeudi 9h,0,82.35465832972123,26.882650576922106,62.1311313251101,106.76267077657373
Avril 2022,Jeudi 10h,1,80.32596755373447,26.47330842764769,60.38197052936731,104.34763354541164
Avril 2022,Jeudi 10h,0,80.32596755373447,26.47330842764769,60.38197052936731,104.34763354541164
Avril 2022,Jeudi 11h,1,78.18585109839046,26.648159551274258,58.012173171754434,102.31554770481625
Avril 2022,Jeudi 11h,0,78.18585109839046,26.648159551274258,58.012173171754434,102.31554770481625
Avril 2022,Jeudi 12h,1,77.24785512681048,26.043937057779257,57.56221555629893,100.84625839296511
Avril 2022,Jeudi 12h,0,77.24785512681048,26.043937057779257,57.56221555629893,100.84625839296511
Avril 2022,Jeudi 13h,1,77.26273992768769,25.8156922845419,57.77499864816687,100.66744657415083
Avril 2022,Jeudi 13h,0,77.26273992768769,25.8156922845419,57.77499864816687,100.66744657415083
Avril 2022,Jeudi 14h,1,77.37732792693419,25.17316898214926,58.44934870597205,100.23814440572585
Avril 2022,Jeudi 14h,0,77.37732792693419,25.17316898214926,58.44934870597205,100.23814440572585
Avril 2022,Jeudi 15h,1,76.61404981948046,24.16706180751916,58.52800775285124,98.60533465295791
Avril 2022,Jeudi 15h,0,76.61404981948046,24.16706180751916,58.52800775285124,98.60533465295791
Avril 2022,Jeudi 16h,1,76.50154803045254,23.41887424955797,59.05830162146683,97.85483666100104
Avril 2022,Jeudi 16h,0,76.50154803045254,23.41887424955797,59.05830162146683,97.85483666100104
Avril 2022,Jeudi 17h,1,75.86488780416585,22.08081557024072,59.55524525522178,96.06892888111193
Avril 2022,Jeudi 17h,0,75.86488780416585,22.08081557024072,59.55524525522178,96.06892888111193
Avril 2022,Jeudi 18h,1,65.3738540656803,22.608344730677324,48.2232906490345,85.82734761794646
Avril 2022,Jeudi 18h,0,65.3738540656803,22.608344730677324,48.2232906490345,85.82734761794646
Avril 2022,Jeudi 19h,1,47.04704791246636,17.776318704927156,33.402313213221646,63.04651562163095
Avril 2022,Jeudi 19h,0,47.04704791246636,17.776318704927156,33.402313213221646,63.04651562163095
Avril 2022,Jeudi 20h,1,42.67975608535514,15.122765368553472,31.16923795456117,56.34125245969047
Avril 2022,Jeudi 20h,0,42.67975608535514,15.122765368553472,31.16923795456117,56.34125245969047
Avril 2022,Jeudi 21h,1,41.32860506958164,14.918631735256504,29.945033824559395,54.791000111466786
Avril 2022,Jeudi 21h,0,41.32860506958164,14.918631735256504,29.945033824559395,54.791000111466786
Avril 2022,Jeudi 22h,1,40.78215412851311,14.70633905317357,29.562099412009353,54.05376847986121
Avril 2022,Jeudi 22h,0,40.78215412851311,14.70633905317357,29.562099412009353,54.05376847986121
Avril 2022,Jeudi 23h,1,40.754873231368784,14.615198393802078,29.6126228734269,53.948512541045936
Avril 2022,Jeudi 23h,0,40.754873231368784,14.615198393802078,29.6126228734269,53.948512541045936
Avril 2022,Vendredi 0h,1,41.75529887324092,15.575831268622412,29.81912894496194,55.7843181356791
Avril 2022,Vendredi 0h,0,41.75529887324092,15.575831268622412,29.81912894496194,55.7843181356791
Avril 2022,Vendredi 1h,1,44.263299605108394,16.403270401978798,31.703671420058274,59.04308048344157
Avril 2022,Vendredi 1h,0,44.263299605108394,16.403270401978798,31.703671420058274,59.04308048344157
Avril 2022,Vendredi 2h,1,51.30589851782094,19.493583440400354,36.332533821472516,68.8455565666767
Avril 2022,Vendredi 2h,0,51.30589851782094,19.493583440400354,36.332533821472516,68.8455565666767
Avril 2022,Vendredi 3h,1,64.7514602227603,21.85980843252312,48.2252921097653,84.55699510825977
Avril 2022,Vendredi 3h,0,64.7514602227603,21.85980843252312,48.2252921097653,84.55699510825977
Avril 2022,Vendredi 4h,1,76.70967809272132,23.322581690279762,59.35732508036919,97.98507593852108
Avril 2022,Vendredi 4h,0,76.70967809272132,23.322581690279762,59.35732508036919,97.98507593852108
Avril 2022,Vendredi 5h,1,79.01844845093129,24.149575288143744,61.03571501518844,101.04045243261669
Avril 2022,Vendredi 5h,0,79.01844845093129,24.149575288143744,61.03571501518844,101.04045243261669
Avril 2022,Vendredi 6h,1,79.17142863838492,24.32776873182954,61.040230879422026,101.3477742619816
Avril 2022,Vendredi 6h,0,79.17142863838492,24.32776873182954,61.040230879422026,101.3477742619816
Avril 2022,Vendredi 7h,1,85.76993787567686,25.769968774912634,66.63375974028338,109.29705728265593
Avril 2022,Vendredi 7h,0,85.76993787567686,25.769968774912634,66.63375974028338,109.29705728265593
Avril 2022,Vendredi 8h,1,85.41619706220185,27.755999141675172,64.54981885537666,110.62448173565608
Avril 2022,Vendredi 8h,0,85.41619706220185,27.755999141675172,64.54981885537666,110.62448173565608
Avril 2022,Vendredi 9h,1,83.6432275574143,28.30670009376551,62.235655337032654,109.28592705449763
Avril 2022,Vendredi 9h,0,83.6432275574143,28.30670009376551,62.235655337032654,109.28592705449763
Avril 2022,Vendredi 10h,1,82.29102046902543,27.879485492980542,61.20324384781542,107.54500839388771
Avril 2022,Vendredi 10h,0,82.29102046902543,27.879485492980542,61.20324384781542,107.54500839388771
Avril 2022,Vendredi 11h,1,79.82767100618634,28.259509247055732,58.320954931428105,105.35793241169954
Avril 2022,Vendredi 11h,0,79.82767100618634,28.259509247055732,58.320954931428105,105.35793241169954
Avril 2022,Vendredi 12h,1,79.1184653655645,27.717953085515113,58.05399466962081,104.17502898141198
Avril 2022,Vendredi 12h,0,79.1184653655645,27.717953085515113,58.05399466962081,104.17502898141198
Avril 2022,Vendredi 13h,1,79.36353006542534,27.13792678094454,58.80956890460213,103.93179140967139
Avril 2022,Vendredi 13h,0,79.36353006542534,27.13792678094454,58.80956890460213,103.93179140967139
Avril 2022,Vendredi 14h,1,79.34019178645472,26.81797906078601,59.06201811942126,103.63609616486241
Avril 2022,Vendredi 14h,0,79.34019178645472,26.81797906078601,59.06201811942126,103.63609616486241
Avril 2022,Vendredi 15h,1,78.57096748536189,25.547765754184958,59.36287282402647,101.77277114642145
Avril 2022,Vendredi 15h,0,78.57096748536189,25.547765754184958,59.36287282402647,101.77277114642145
Avril 2022,Vendredi 16h,1,78.04101495437833,24.31315105333695,59.880994930011795,100.18350804974271
Avril 2022,Vendredi 16h,0,78.04101495437833,24.31315105333695,59.880994930011795,100.18350804974271
Avril 2022,Vendredi 17h,1,77.15906277501752,23.06060998953404,60.04970676374046,98.2203372988302
Avril 2022,Vendredi 17h,0,77.15906277501752,23.06060998953404,60.04970676374046,98.2203372988302
Avril 2022,Vendredi 18h,1,70.44681573772574,22.977010438045905,53.163551514681146,91.30979656100389
Avril 2022,Vendredi 18h,0,70.44681573772574,22.977010438045905,53.163551514681146,91.30979656100389
Avril 2022,Vendredi 19h,1,48.41041463023834,19.14950347639253,33.628358461892,65.60275882195947
Avril 2022,Vendredi 19h,0,48.41041463023834,19.14950347639253,33.628358461892,65.60275882195947
Avril 2022,Vendredi 20h,1,42.3845651603072,14.95284655314294,31.010140651658926,55.89605636132696
Avril 2022,Vendredi 20h,0,42.3845651603072,14.95284655314294,31.010140651658926,55.89605636132696
Avril 2022,Vendredi 21h,1,40.799757455523064,14.753189644489943,29.539838929725967,54.11152251066152
Avril 2022,Vendredi 21h,0,40.799757455523064,14.753189644489943,29.539838929725967,54.11152251066152
Avril 2022,Vendredi 22h,1,40.483429161210374,14.763256664873033,29.20320383016409,53.7977532228711
Avril 2022,Vendredi 22h,0,40.483429161210374,14.763256664873033,29.20320383016409,53.7977532228711
Avril 2022,Vendredi 23h,1,40.35087597180706,14.659643151067035,29.155378488241567,53.57462900640542
Avril 2022,Vendredi 23h,0,40.35087597180706,14.659643151067035,29.155378488241567,53.57462900640542
Avril 2022,Samedi 0h,1,41.61762853641265,15.451477374498586,29.78393198352156,55.538353101455925
Avril 2022,Samedi 0h,0,41.61762853641265,15.451477374498586,29.78393198352156,55.538353101455925
Avril 2022,Samedi 1h,1,44.02632118199867,16.612851729102925,31.27678611427393,58.97972689072261
Avril 2022,Samedi 1h,0,44.02632118199867,16.612851729102925,31.27678611427393,58.97972689072261
Avril 2022,Samedi 2h,1,51.46631178511092,19.728431144770713,36.29576916624556,69.20860124315126
Avril 2022,Samedi 2h,0,51.46631178511092,19.728431144770713,36.29576916624556,69.20860124315126
Avril 2022,Samedi 3h,1,65.16873179124363,22.239116339588552,48.32989900954314,85.30454002691175
Avril 2022,Samedi 3h,0,65.16873179124363,22.239116339588552,48.32989900954314,85.30454002691175
Avril 2022,Samedi 4h,1,76.82460408062295,23.38601283965032,59.42162045740261,98.15608893497493
Avril 2022,Samedi 4h,0,76.82460408062295,23.38601283965032,59.42162045740261,98.15608893497493
Avril 2022,Samedi 5h,1,78.97722288868417,23.9476579056849,61.16756568386391,100.82684146694628
Avril 2022,Samedi 5h,0,78.97722288868417,23.9476579056849,61.16756568386391,100.82684146694628
Avril 2022,Samedi 6h,1,79.22073803608669,24.28631977429976,61.12718778630095,101.36279212386738
Avril 2022,Samedi 6h,0,79.22073803608669,24.28631977429976,61.12718778630095,101.36279212386738
Avril 2022,Samedi 7h,1,86.30880916506477,25.891576840455077,67.08724714635119,109.9494952775073
Avril 2022,Samedi 7h,0,86.30880916506477,25.891576840455077,67.08724714635119,109.9494952775073
Avril 2022,Samedi 8h,1,86.65526975195458,27.15627664644922,66.35288980056092,111.37735643522065
Avril 2022,Samedi 8h,0,86.65526975195458,27.15627664644922,66.35288980056092,111.37735643522065
Avril 2022,Samedi 9h,1,85.01988159026358,28.048152921550965,63.88635586141003,110.4689465219429
Avril 2022,Samedi 9h,0,85.01988159026358,28.048152921550965,63.88635586141003,110.4689465219429
Avril 2022,Samedi 10h,1,83.02054267945385,28.281582764819696,61.611849288533925,108.63009136211106
Avril 2022,Samedi 10h,0,83.02054267945385,28.281582764819696,61.611849288533925,108.63009136211106
Avril 2022,Samedi 11h,1,79.8317952796187,27.77357369734105,58.7453957151905,104.94915195716911
Avril 2022,Samedi 11h,0,79.8317952796187,27.77357369734105,58.7453957151905,104.94915195716911
Avril 2022,Samedi 12h,1,79.00380251437613,27.314377802942346,58.28407845202487,103.71520520887717
Avril 2022,Samedi 12h,0,79.00380251437613,27.314377802942346,58.28407845202487,103.71520520887717
Avril 2022,Samedi 13h,1,78.43335002968745,26.55128540057739,58.35251235093552,102.48540789318079
Avril 2022,Samedi 13h,0,78.43335002968745,26.55128540057739,58.35251235093552,102.48540789318079
Avril 2022,Samedi 14h,1,78.07352582639996,26.252316104577844,58.23799492255609,101.86467689436898
Avril 2022,Samedi 14h,0,78.07352582639996,26.252316104577844,58.23799492255609,101.86467689436898
Avril 2022,Samedi 15h,1,77.23879205167842,25.2217002602924,58.26376891609532,100.13822765465065
Avril 2022,Samedi 15h,0,77.23879205167842,25.2217002602924,58.26376891609532,100.13822765465065
Avril 2022,Samedi 16h,1,76.25147875226313,23.763087592035614,58.5014354447858,97.89256399942646
Avril 2022,Samedi 16h,0,76.25147875226313,23.763087592035614,58.5014354447858,97.89256399942646
Avril 2022,Samedi 17h,1,75.29209620965185,22.578782917428736,58.530876169743635,95.90848721118596
Avril 2022,Samedi 17h,0,75.29209620965185,22.578782917428736,58.530876169743635,95.90848721118596
