clean_month,clean_hour,prod_w
Décembre 2023,Mardi 22h,0.07607745245245245
Décembre 2023,Mardi 23h,0.0
Décembre 2023,Mardi 2h,0.0
Décembre 2023,Mardi 3h,2.874224974974975
Décembre 2023,Mardi 4h,8.081321946946947
Décembre 2023,Mardi 5h,12.965023648648648
Décembre 2023,Mardi 6h,16.330649774774777
Décembre 2023,Mardi 7h,17.906060435435432
Décembre 2023,Mardi 8h,18.836290915915917
Décembre 2023,Mardi 9h,34.430272772772774
Décembre 2023,Mercredi 0h,0.0
Décembre 2023,Mercredi 10h,86.66898711211212
Décembre 2023,Mercredi 11h,130.6236183058058
Décembre 2023,Mercredi 12h,156.13711586586587
Décembre 2023,Mercredi 13h,155.33659581456456
Décembre 2023,Mercredi 14h,130.6792528465966
Décembre 2023,Mercredi 15h,83.52972754004004
Décembre 2023,Mercredi 16h,33.18123607982983
Décembre 2023,Mercredi 17h,5.249108014264264
Décembre 2023,Mercredi 18h,4.60873607982983
Décembre 2023,Mercredi 19h,3.676393268268268
Décembre 2023,Mercredi 1h,0.0
Décembre 2023,Mercredi 20h,2.3325314376876873
Décembre 2023,Mercredi 21h,0.9450020332832832
Décembre 2023,Mercredi 22h,0.06375625625625625
Décembre 2023,Mercredi 23h,0.0
Décembre 2023,Mercredi 2h,0.0
Décembre 2023,Mercredi 3h,3.057772929179179
Décembre 2023,Mercredi 4h,8.501487424924925
Décembre 2023,Mercredi 5h,13.631232482482483
Décembre 2023,Mercredi 6h,17.54472800925926
Décembre 2023,Mercredi 7h,19.54908126876877
Décembre 2023,Mercredi 8h,20.271162256006004
Décembre 2023,Mercredi 9h,35.97929273023023
Décembre 2023,Samedi 0h,0.0
Décembre 2023,Samedi 10h,82.96880020645645
Décembre 2023,Samedi 11h,125.6740529592092
Décembre 2023,Samedi 12h,150.47698902027025
Décembre 2023,Samedi 13h,151.28245073198198
Décembre 2023,Samedi 14h,127.4258791604104
Décembre 2023,Samedi 15h,81.82218030530531
Décembre 2023,Samedi 16h,32.52820586211212
Décembre 2023,Samedi 17h,5.27490162037037
Décembre 2023,Samedi 18h,4.7432667042042045
Décembre 2023,Samedi 19h,3.8282246308808805
Décembre 2023,Samedi 1h,0.0
Décembre 2023,Samedi 20h,2.5088837274774773
Décembre 2023,Samedi 21h,1.1451994181681682
Décembre 2023,Samedi 22h,0.0734543918918919
Décembre 2023,Samedi 23h,0.0
Décembre 2023,Samedi 2h,0.0
Décembre 2023,Samedi 3h,2.8356190565565567
Décembre 2023,Samedi 4h,8.111977602602604
Décembre 2023,Samedi 5h,13.200010948448448
Décembre 2023,Samedi 6h,17.108392298548548
Décembre 2023,Samedi 7h,18.93442458083083
Décembre 2023,Samedi 8h,19.8510106981982
Décembre 2023,Samedi 9h,34.19439236111111
Décembre 2023,Vendredi 0h,0.0
