code,p_w_m2_ete_jour,p_w_m2_ete_nuit,p_w_m2_hiver_jour,p_w_m2_hiver_nuit,p_w_m2_intersaison_jour,p_w_m2_intersaison_nuit
633,79.31824280677803,72.65427872886086,103.04900489226155,64.40890310836971,31.496424943597223,54.67307917221339
637,97.0402652196331,44.16233161325504,83.48853822743499,41.84776356138136,73.03296418176261,37.90842403226805
638,67.3152182848742,49.242582359853145,62.767863580637886,45.46884003977025,54.37670578736486,44.50645421198481
642,102.37565198013968,43.02006183467918,66.94334743720084,29.83199010555575,67.8564530079375,33.619230849612954
645,83.20623264729157,39.07719902081794,78.80898914420769,52.259241194209395,69.02963916107873,44.004562077598315
646,117.71969848118586,42.75324781442066,90.79446210938035,52.00441379329705,78.01220660298875,34.29942665941109
647,18.140336366528878,35.95921980823136,69.23803283409684,38.17932097433647,14.62330168013586,34.2255227002684
650,114.03582368150511,55.564664557765845,94.67780386289739,43.609048097843036,91.3377672215508,45.28738170170421
657,84.9912609332158,40.530466947649145,70.21646825136158,37.570025992440385,63.19721229390537,37.13828193909823
659,89.19713354594481,52.29001286091165,82.71276982932608,45.466277954157306,77.88973628287071,50.46316955355312
664,119.48344673764622,75.91285270255705,93.45558313484608,67.56762994402499,90.4147571499809,72.5587312371141
668,53.02376133468614,29.760428146107206,53.48026024043293,26.557754624233095,45.69359054221955,24.05872635416624
671,95.58806346883692,43.09784573047758,85.1216608990649,42.54048808405643,79.28360758715817,42.99458359853534
672,60.15412897411075,29.071993314487205,50.84839110961561,20.589212112135858,46.4348354155943,23.15771143401514
676,87.23091061562225,39.15425294214945,70.01050067723769,34.90412650721853,64.14868229411822,31.548566004289007
677,81.96339288835843,43.67166529349685,71.45180646842563,36.34421474290971,65.01378276772698,36.33857671045888
678,84.25919351515833,35.13664404965312,53.764073468240085,27.44294395311912,56.964612696552216,28.31973246280893
685,9.234510839876375,33.86849618638586,49.28196892028139,34.52202638143343,8.381284292605057,31.985058886685184
694,96.13428643914278,43.30627164555417,84.68036900634569,38.67346614037454,74.48306080862183,32.61370653637555
695,22.44997530201775,14.335207946566824,17.416687387227327,11.221783512313667,17.283508240223828,12.141316811920031
714,116.9296573979581,49.9150451038991,106.46710138197142,48.13986565920175,97.06396628414545,48.98915725054808
717,81.54459998180542,42.64488713400382,61.69509448996743,35.07769523200367,63.57057276883679,44.379439223589486
728,84.47752480178197,42.040033200432106,64.78613525885893,34.49298797598697,62.21058749166686,33.02514929541841
731,98.99408029044956,37.179219201479775,75.94390203923568,32.38557104432525,61.529976338589876,25.715986288140183
737,70.1010794091236,37.100123060174916,65.10981770732134,42.30804461926063,62.52520923679236,36.383910737872405
738,49.226441501696826,54.882461691102925,50.20714103232791,47.87567106403393,11.562372356653222,41.22438253824869
740,92.84117646246253,43.4659690010312,63.991381268397824,39.09011553235733,62.79978978583655,31.79822422046788
745,97.4226116451626,51.26422264013842,72.08637067588901,46.38310238392738,72.05265097660853,47.72256045322598
747,61.05825377149113,29.54615729120975,38.39612762618123,20.118224894739186,40.968343882242415,21.835464873012352
750,93.90095122294377,34.99087608467825,74.98144570629356,39.621182058123274,78.43609689093618,36.19664892967431
751,76.1647141785386,38.293276830159584,63.04006280137665,35.25853287960164,55.1441125946677,28.379068820240303
762,57.382452554102876,29.840148924075102,45.77739314247775,27.177182989376632,46.38028015732571,30.58613792617774
764,126.13252265911918,56.977164442209,82.6521989363204,46.109031033689,74.71789338340272,40.428600719462686
772,73.49441001209973,36.468444870067685,60.460823562167704,36.632494153257305,54.035882179628345,34.08116168772163
776,88.6221304146993,46.27167978581617,73.00613067632142,34.37984847392103,69.30795065324105,38.96546734332801
777,83.64843583291419,46.2453563326066,68.69079561314273,40.48594528026776,62.572699454593234,43.010731515128334
778,127.03001278567334,73.29949661384615,92.05146281322419,53.16080990861366,88.41477633449443,56.92673186522371
781,29.622517842830952,36.493052826074006,40.59332460398979,29.089032743919816,17.36426274591123,31.002434623591874
788,73.43342266918704,31.65182060678571,68.90067582671409,37.30438326117674,59.47719958451447,31.37010586629082
791,56.44575948884498,24.59677337046413,40.9993752542637,18.9541202713746,40.03021085147542,16.85767881700725
802,49.853969800995316,22.390973448307758,43.84284307214895,20.937698370073374,41.13164347040513,22.095666429981627
806,116.69135915431632,73.56849600427233,71.46167342957723,47.959631916568824,67.80404667523898,47.41026167286318
814,79.37521692929187,34.05459597489618,59.71866300893199,24.67236625123286,56.09011081110777,25.996091428387714
817,90.4236722712755,42.22819273445752,71.3183454225213,44.417878761856564,67.5524704273432,38.178977440005156
